NEIGHBORHOOD,Under_18_Crime_Count_unit,Over_18_Crime_Count_unit,Total_Crime_Count_unit,Under_18_Percent_Local_unit,Over_18_Percent_Local_unit,Under_18_Percent_Global_unit,Over_18_Percent_Global_unit,Park_Count_unit,Non_Park_Count_unit,Park_Global_Percent_unit,Other_Global_Percent_unit,Total_Facilities_unit,Activity_Count_unit,Cabin_Count_unit,Community_Count_unit,Concession_Count_unit,Dugout_Count_unit,Firehouse_Count_unit,Medic Station_Count_unit,OFFICE_Count_unit,Office_Count_unit,POLICE_Count_unit,Police_Count_unit,Pool_Count_unit,Pool Closed_Count_unit,Pool/Rec_Count_unit,Rec Center_Count_unit,Recycling_Count_unit,Restrooms_Count_unit,SERVICE_Count_unit,STORAGE_Count_unit,Salt Dome_Count_unit,Senior_Count_unit,Service_Count_unit,Shelter_Count_unit,Storage_Count_unit,TRAINING_Count_unit,Training_Count_unit,Utility_Count_unit,Vacant_Count_unit,Activity_Percent_unit,Cabin_Percent_unit,Community_Percent_unit,Concession_Percent_unit,Dugout_Percent_unit,Firehouse_Percent_unit,Medic Station_Percent_unit,OFFICE_Percent_unit,Office_Percent_unit,POLICE_Percent_unit,Police_Percent_unit,Pool_Percent_unit,Pool Closed_Percent_unit,Pool/Rec_Percent_unit,Rec Center_Percent_unit,Recycling_Percent_unit,Restrooms_Percent_unit,SERVICE_Percent_unit,STORAGE_Percent_unit,Salt Dome_Percent_unit,Senior_Percent_unit,Service_Percent_unit,Shelter_Percent_unit,Storage_Percent_unit,TRAINING_Percent_unit,Training_Percent_unit,Utility_Percent_unit,Vacant_Percent_unit,Total_Length_With_Steps_unit,Total_Steps_unit,Length_per_Step_unit,Zero_Steps_Total_Length_unit,tree_count_unit,Under_18_Count_unit_unit,Over_18_Count_unit_unit,Total_Count_unit_unit,Under_18_Percent_Local_unit_unit,Over_18_Percent_Local_unit_unit,Under_18_Percent_Global_unit_unit,Over_18_Percent_Global_unit_unit,Park_Count_unit_unit,Non_Park_Count_unit_unit,Park_Global_Percent_unit_unit,Other_Global_Percent_unit_unit,Total_Facilities_unit_unit,Activity_Count_unit_unit,Cabin_Count_unit_unit,Community_Count_unit_unit,Concession_Count_unit_unit,Dugout_Count_unit_unit,Firehouse_Count_unit_unit,Medic Station_Count_unit_unit,OFFICE_Count_unit_unit,Office_Count_unit_unit,POLICE_Count_unit_unit,Police_Count_unit_unit,Pool_Count_unit_unit,Pool Closed_Count_unit_unit,Pool/Rec_Count_unit_unit,Rec Center_Count_unit_unit,Recycling_Count_unit_unit,Restrooms_Count_unit_unit,SERVICE_Count_unit_unit,STORAGE_Count_unit_unit,Salt Dome_Count_unit_unit,Senior_Count_unit_unit,Service_Count_unit_unit,Shelter_Count_unit_unit,Storage_Count_unit_unit,TRAINING_Count_unit_unit,Training_Count_unit_unit,Utility_Count_unit_unit,Vacant_Count_unit_unit,Activity_Percent_unit_unit,Cabin_Percent_unit_unit,Community_Percent_unit_unit,Concession_Percent_unit_unit,Dugout_Percent_unit_unit,Firehouse_Percent_unit_unit,Medic Station_Percent_unit_unit,OFFICE_Percent_unit_unit,Office_Percent_unit_unit,POLICE_Percent_unit_unit,Police_Percent_unit_unit,Pool_Percent_unit_unit,Pool Closed_Percent_unit_unit,Pool/Rec_Percent_unit_unit,Rec Center_Percent_unit_unit,Recycling_Percent_unit_unit,Restrooms_Percent_unit_unit,SERVICE_Percent_unit_unit,STORAGE_Percent_unit_unit,Salt Dome_Percent_unit_unit,Senior_Percent_unit_unit,Service_Percent_unit_unit,Shelter_Percent_unit_unit,Storage_Percent_unit_unit,TRAINING_Percent_unit_unit,Training_Percent_unit_unit,Utility_Percent_unit_unit,Vacant_Percent_unit_unit,Total_Length_With_Steps_unit_unit,Total_Steps_unit_unit,Length_per_Step_unit_unit,Zero_Steps_Total_Length_unit_unit,tree_count_unit_unit,Under_18_Count,Over_18_Count,Total_Count,Under_18_Percent_Local,Over_18_Percent_Local,Under_18_Percent_Global,Over_18_Percent_Global,Park_Count,Non_Park_Count,Park_Global_Percent,Other_Global_Percent,Total_Facilities,Activity_Count,Cabin_Count,Community_Count,Concession_Count,Dugout_Count,Firehouse_Count,Medic Station_Count,OFFICE_Count,Office_Count,POLICE_Count,Police_Count,Pool_Count,Pool Closed_Count,Pool/Rec_Count,Rec Center_Count,Recycling_Count,Restrooms_Count,SERVICE_Count,STORAGE_Count,Salt Dome_Count,Senior_Count,Service_Count,Shelter_Count,Storage_Count,TRAINING_Count,Training_Count,Utility_Count,Vacant_Count,Activity_Percent,Cabin_Percent,Community_Percent,Concession_Percent,Dugout_Percent,Firehouse_Percent,Medic Station_Percent,OFFICE_Percent,Office_Percent,POLICE_Percent,Police_Percent,Pool_Percent,Pool Closed_Percent,Pool/Rec_Percent,Rec Center_Percent,Recycling_Percent,Restrooms_Percent,SERVICE_Percent,STORAGE_Percent,Salt Dome_Percent,Senior_Percent,Service_Percent,Shelter_Percent,Storage_Percent,TRAINING_Percent,Training_Percent,Utility_Percent,Vacant_Percent,Total_Length_With_Steps,Total_Steps,Length_per_Step,Zero_Steps_Total_Length,tree_count
Lincoln-Lemington-Belmar,202.77367440445764,5925.497374263595,6128.271048668053,0.14909829000327746,4.356983363429114,0.05569175347554443,0.0987994560110644,9.012163306864784,4.506081653432392,0.058903028149443024,0.08046574381129246,49.56689818775631,0.0,0.0,0.0,4.506081653432392,0.0,4.506081653432392,0.0,0.0,0.0,18.024326613729567,0.0,4.506081653432392,4.506081653432392,0.0,9.012163306864784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.506081653432392,0.0,0.0,0.0,0.0,0.14081505166976224,0.0,0.16093148762258536,0.0,0.0,0.0,2.5749038019613666,0.0,0.1733108328243225,1.126520413358098,0.0,1.5020272178107972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22530408267161958,0.0,5474.8892089203555,2536.9239708824366,9.72449237818891,0.0,2365.6928680520055,913.7147340329999,26700.775005630996,27614.489739663994,0.6718490691419107,19.632922798258086,0.25095158858363037,0.4451984161005579,40.60954373479999,20.304771867399996,0.26542185447581695,0.3625852119178559,223.35249054139996,0.0,0.0,0.0,20.304771867399996,0.0,20.304771867399996,0.0,0.0,0.0,81.21908746959998,0.0,20.304771867399996,20.304771867399996,0.0,40.60954373479999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.304771867399996,0.0,0.0,0.0,0.0,0.6345241208562499,0.0,0.7251704238357138,0.0,0.0,0.0,11.602726781371427,0.0,0.780952764130768,5.076192966849999,0.0,6.768257289133332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0152385933699999,0.0,24670.297818890995,11431.5865613462,43.81935669430017,0.0,10660.005230384997,45,1315,1360,0.0330882352941176,0.9669117647058824,0.0123592419664927,0.021925802417674,2.0,1.0,0.0130718954248366,0.0178571428571428,11,0,0,0,1,0,1,0,0,0,4,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.03125,0.0,0.0357142857142857,0.0,0.0,0.0,0.5714285714285714,0.0,0.0384615384615384,0.25,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1215.0,563.0,2.158081705150977,0.0,525
Lincoln-Lemington-Belmar,329.7731698668588,9636.704852775985,9966.478022642843,0.24248027196092523,7.085812391747048,0.09057214223204016,0.1606786970033509,14.656585327415947,7.328292663707973,0.09579467534258787,0.13086236899478482,80.61121930078771,0.0,0.0,0.0,7.328292663707973,0.0,7.328292663707973,0.0,0.0,0.0,29.313170654831893,0.0,7.328292663707973,7.328292663707973,0.0,14.656585327415947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.328292663707973,0.0,0.0,0.0,0.0,0.22900914574087416,0.0,0.26172473798957036,0.0,0.0,0.0,4.1875958078331275,0.0,0.2818574101426139,1.8320731659269933,0.0,2.442764221235991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3664146331853987,0.0,8903.875586405187,4125.828769667589,15.815054327540297,0.0,3847.353648446686,2416.674301423024,70620.59347491727,73037.26777634029,1.7769663981051624,51.926906966850936,0.663739165455375,1.1775005164638128,107.4077467299122,53.7038733649561,0.7020114165353738,0.9589977386599273,590.7426070145171,0.0,0.0,0.0,53.7038733649561,0.0,53.7038733649561,0.0,0.0,0.0,214.8154934598244,0.0,53.7038733649561,53.7038733649561,0.0,107.4077467299122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.7038733649561,0.0,0.0,0.0,0.0,1.6782460426548782,0.0,1.91799547731986,0.0,0.0,0.0,30.68792763711777,0.0,2.0655335909598467,13.425968341239026,0.0,17.901291121652033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.685193668247805,0.0,65250.20613842166,30235.280704470286,115.89734660465659,0.0,28194.53351660195,45,1315,1360,0.0330882352941176,0.9669117647058824,0.0123592419664927,0.021925802417674,2.0,1.0,0.0130718954248366,0.0178571428571428,11,0,0,0,1,0,1,0,0,0,4,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.03125,0.0,0.0357142857142857,0.0,0.0,0.0,0.5714285714285714,0.0,0.0384615384615384,0.25,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1215.0,563.0,2.158081705150977,0.0,525
Lower Lawrenceville,134.26477454177308,1773.708337367634,1907.973111909407,0.4972769427473072,6.569290138398643,0.036875796358630315,0.029574128176200105,21.199701243437854,0.0,0.13856013884599905,0.0,49.46596956802166,0.0,0.0,0.0,14.133134162291903,14.133134162291903,7.066567081145951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.066567081145951,0.0,0.0,0.0,0.0,0.0,0.0,7.066567081145951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44166044257162196,0.3365031943402833,0.25237739575521245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39258706006366356,0.0,0.0,0.0,0.0,0.0,0.0,0.29444029504774755,0.0,0.0,0.0,0.0,2600.4966858617104,1413.3134162291904,13.002483429308551,0.0,3589.8160772221436,948.7910359343766,12534.028948396239,13482.819984330616,3.5140408738310214,46.42232943850458,0.26058528863893876,0.2089875606235266,149.80911093700684,0.0,0.9791445159281492,0.0,349.5545921863493,0.0,0.0,0.0,99.87274062467122,99.87274062467122,49.93637031233561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.93637031233561,0.0,0.0,0.0,0.0,0.0,0.0,49.93637031233561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1210231445209757,2.3779223958255047,1.7834417968691283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7742427951297532,0.0,0.0,0.0,0.0,0.0,0.0,2.080682096347314,0.0,0.0,0.0,0.0,18376.58427493951,9987.274062467122,91.88292137469753,0.0,25367.67611866649,19,251,270,0.0703703703703703,0.9296296296296296,0.0052183466080747,0.0041850771154647,3.0,0.0,0.0196078431372549,0.0,7,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0625,0.0476190476190476,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,368.0,200.0,1.84,0.0,508
Manchester,392.8057439496693,5364.253440812671,5757.059184762341,0.8375388996794646,11.437640598747699,0.10788402745115866,0.0894414913015865,36.8255384952815,0.0,0.24068979408680719,0.0,36.8255384952815,0.0,0.0,0.0,0.0,0.0,12.275179498427166,0.0,0.0,0.0,0.0,0.0,0.0,12.275179498427166,0.0,0.0,0.0,0.0,0.0,12.275179498427166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43839926780097005,0.0,0.0,0.0,0.0,0.0,0.0,3.0687948746067915,0.0,0.0,0.0,0.0,0.0,2.0458632497378604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.85251297798033,98.20143598741733,21.48156412224754,0.0,8678.551905388007,4821.761014995412,65847.17386103109,70668.9348760265,10.280940330480611,140.39909138812595,1.3242958019762163,1.0979103603339864,452.04009515581987,0.0,2.9545104258550317,0.0,452.04009515581987,0.0,0.0,0.0,0.0,0.0,150.6800317186066,0.0,0.0,0.0,0.0,0.0,0.0,150.6800317186066,0.0,0.0,0.0,0.0,0.0,150.6800317186066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3814297042359485,0.0,0.0,0.0,0.0,0.0,0.0,37.67000792965165,0.0,0.0,0.0,0.0,0.0,25.11333861976776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2109.5204440604925,1205.440253748853,263.69005550756157,0.0,106530.78242505489,32,437,469,0.068230277185501,0.9317697228144988,0.0087887942872837,0.0072863693205502,3.0,0.0,0.0196078431372549,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,1.75,0.0,707
Marshall-Shadeland,1117.108532358858,7026.450768749919,8143.559301108777,0.7402972381437096,4.6563623384691315,0.3068136589834819,0.11715632794914375,21.586638306451363,0.0,0.14108913925785202,0.0,16.189978729838522,0.0,0.0,0.0,5.396659576612841,0.0,5.396659576612841,5.396659576612841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16864561176915127,0.0,0.1927378420218871,0.5396659576612841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29012.441883870633,7409.613598689431,21.130693287596966,0.0,2633.5698733870663,6028.654459270346,37919.36283077291,43948.01729004325,3.9951321797682873,25.1288024060788,1.6557688709888339,0.6322528191875413,116.49573834338834,0.0,0.7614100545319498,0.0,87.37180375754126,0.0,0.0,0.0,29.123934585847085,0.0,29.123934585847085,29.123934585847085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9101229558077214,0.0,1.0401405209231098,2.9123934585847087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156570.27233351395,39987.16218636805,114.03515829097884,0.0,14212.480077893379,207,1302,1509,0.1371769383697813,0.8628230616302187,0.0568525130458665,0.0217090454355981,4.0,0.0,0.0261437908496732,0.0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.03125,0.0,0.0357142857142857,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5376.0,1373.0,3.91551347414421,0.0,488
Marshall-Shadeland,1067.4635532279888,6714.191044941263,7781.654598169252,0.7073979809330607,4.449430778622441,0.2931786743279287,0.11194982984478936,20.627315038222005,0.0,0.13481905253739873,0.0,15.470486278666504,0.0,0.0,0.0,5.156828759555501,0.0,5.156828759555501,5.156828759555501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1611508987361094,0.0,0.18417245569841068,0.5156828759555502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27723.111411370377,7080.325886869704,20.191632491893937,0.0,2516.5324346630846,5504.726751063397,34623.93347770311,40128.66022876651,3.647930252527102,22.94495260285163,1.511872219462619,0.5773061021709546,106.37153142151492,0.0,0.6952387674608819,0.0,79.7786485661362,0.0,0.0,0.0,26.59288285537873,0.0,26.59288285537873,26.59288285537873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8310275892305853,0.0,0.9497458162635257,2.6592882855378734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142963.33823051606,36512.028160435,104.12479113657398,0.0,12977.32683342482,207,1302,1509,0.1371769383697813,0.8628230616302187,0.0568525130458665,0.0217090454355981,4.0,0.0,0.0261437908496732,0.0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.03125,0.0,0.0357142857142857,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5376.0,1373.0,3.91551347414421,0.0,488
Marshall-Shadeland,6670.057596192188,41953.695605034925,48623.75320122711,4.420183960365929,27.802316504330634,1.8319301280396005,0.6995197266366785,128.89000185878623,0.0,0.8424183128025243,0.0,96.66750139408968,0.0,0.0,0.0,32.22250046469656,0.0,32.22250046469656,32.22250046469656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0069531395217675,0.0,1.1508035880248766,3.2222500464696564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173228.16249820872,44241.49313802838,126.16763474013744,0.0,15724.580226771921,214925.9339928556,1351852.9761289759,1566778.9101218316,142.42937971693541,895.8601564804347,59.02936940204766,22.540274716614785,4153.1581447894805,0.0,27.144824475748234,0.0,3114.8686085921104,0.0,0.0,0.0,1038.2895361973701,0.0,1038.2895361973701,1038.2895361973701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.446548006167816,0.0,37.08176914990606,103.82895361973702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5581844.546597062,1425571.5331989892,4065.4366690437446,0.0,506685.2936643166,207,1302,1509,0.1371769383697813,0.8628230616302187,0.0568525130458665,0.0217090454355981,4.0,0.0,0.0261437908496732,0.0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.03125,0.0,0.0357142857142857,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5376.0,1373.0,3.91551347414421,0.0,488
Middle Hill,436.24520885727964,9641.01911574588,10077.26432460316,0.4721268494126393,10.434003372019353,0.11981466873311672,0.16075063135883066,10.906130221431992,0.0,0.07128189687210451,0.0,10.906130221431992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.906130221431992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5580186030617122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16620.942457462355,5420.3467200517,33.44254015585987,0.0,3718.990405508309,4757.747056273289,105146.20994363967,109903.95699991297,5.149076900728656,113.79459950610357,1.306714379641107,1.7531673187768162,118.94367640683222,0.0,0.7774096497178575,0.0,118.94367640683222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.94367640683222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.991953772404592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181270.1628440123,59115.00717419561,364.7286978752762,0.0,40559.79365472978,40,884,924,0.0432900432900432,0.9567099567099568,0.0109859928591046,0.0147394747811588,1.0,0.0,0.0065359477124183,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524.0,497.0,3.0663983903420524,0.0,341
Morningside,40.80502436543255,1493.4638917748314,1534.268916140264,0.21704800194378968,7.943956871142721,0.011207092657355169,0.02490144046310645,8.16100487308651,0.0,0.053339901131284374,0.0,81.6100487308651,16.32200974617302,0.0,0.0,16.32200974617302,0.0,0.0,0.0,0.0,8.16100487308651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.32200974617302,8.16100487308651,0.0,8.16100487308651,0.0,0.0,8.16100487308651,0.0,0.9067783192318345,0.0,0.0,0.5100628045679069,0.0,0.0,0.0,0.0,0.3548262988298482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0201256091358137,0.30225943974394454,0.0,0.3400418697119374,0.0,0.0,0.4080502436543256,0.0,6014.660591464758,2717.614622737808,18.062043818212487,0.0,3762.2232464928816,333.01000269270884,12188.166098553143,12521.176101245854,1.771329801556958,64.83067073698481,0.09146113778980758,0.20322077696628535,66.60200053854177,0.0,0.4353071930623645,0.0,666.0200053854177,133.20400107708355,0.0,0.0,133.20400107708355,0.0,0.0,0.0,0.0,66.60200053854177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.20400107708355,66.60200053854177,0.0,66.60200053854177,0.0,0.0,66.60200053854177,0.0,7.400222282060197,0.0,0.0,4.162625033658861,0.0,0.0,0.0,0.0,2.8957391538496413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.325250067317722,2.4667407606867298,0.0,2.7750833557725696,0.0,0.0,3.330100026927089,0.0,49085.674396905284,22178.46617933441,147.40442761833418,0.0,30703.52224826776,5,183,188,0.026595744680851,0.973404255319149,0.001373249107388,0.0030512713630679,1.0,0.0,0.0065359477124183,0.0,10,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0.1111111111111111,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.037037037037037,0.0,0.0416666666666666,0.0,0.0,0.05,0.0,737.0,333.0,2.2132132132132134,0.0,461
Mount Washington,1264.076296495087,45150.212333786054,46414.288630281146,0.8827348439211475,31.529477886722105,0.34717832916646085,0.7528172127350732,162.06106365321628,32.412212730643255,1.0592226382563155,0.5787895130471992,226.8854891145028,32.412212730643255,0.0,0.0,0.0,0.0,32.412212730643255,0.0,0.0,0.0,0.0,0.0,32.412212730643255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.412212730643255,0.0,97.23663819192977,0.0,0.0,0.0,0.0,0.0,1.8006784850357345,0.0,0.0,0.0,0.0,1.1575790260944014,0.0,0.0,0.0,0.0,0.0,1.2466235665632002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0257632956652034,0.0,1.5683328740633817,0.0,0.0,0.0,0.0,0.0,195121.5206384724,51016.82283803249,123.96538795328615,6838.976886165727,28328.273926582206,40971.50982976244,1463418.2869963865,1504389.796826149,28.611389545923405,1021.9401445505492,11.252817860412618,24.40047164645911,5252.757670482364,1050.5515340964728,34.33174948027688,18.75984882315124,7353.860738675309,1050.5515340964728,0.0,0.0,0.0,0.0,1050.5515340964728,0.0,0.0,0.0,0.0,0.0,1050.5515340964728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.5515340964728,0.0,3151.6546022894186,0.0,0.0,0.0,0.0,0.0,58.363974116470644,0.0,0.0,0.0,0.0,37.51969764630258,0.0,0.0,0.0,0.0,0.0,40.40582823447966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.65947088102955,0.0,50.83313874660347,0.0,0.0,0.0,0.0,0.0,6324320.235260766,1653568.1146678482,4017.9925255786316,221666.37369435575,918182.0408003172,39,1393,1432,0.0272346368715083,0.9727653631284916,0.010711343037627,0.0232263443101292,5.0,1.0,0.0326797385620915,0.0178571428571428,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0483870967741935,0.0,0.0,0.0,0.0,0.0,6020.0,1574.0,3.8246505717916137,211.0,874
