NEIGHBORHOOD,Under_18_Crime_Count_unit,Over_18_Crime_Count_unit,Total_Crime_Count_unit,Under_18_Percent_Local_unit,Over_18_Percent_Local_unit,Under_18_Percent_Global_unit,Over_18_Percent_Global_unit,Park_Count_unit,Non_Park_Count_unit,Park_Global_Percent_unit,Other_Global_Percent_unit,Total_Facilities_unit,Activity_Count_unit,Cabin_Count_unit,Community_Count_unit,Concession_Count_unit,Dugout_Count_unit,Firehouse_Count_unit,Medic Station_Count_unit,OFFICE_Count_unit,Office_Count_unit,POLICE_Count_unit,Police_Count_unit,Pool_Count_unit,Pool Closed_Count_unit,Pool/Rec_Count_unit,Rec Center_Count_unit,Recycling_Count_unit,Restrooms_Count_unit,SERVICE_Count_unit,STORAGE_Count_unit,Salt Dome_Count_unit,Senior_Count_unit,Service_Count_unit,Shelter_Count_unit,Storage_Count_unit,TRAINING_Count_unit,Training_Count_unit,Utility_Count_unit,Vacant_Count_unit,Activity_Percent_unit,Cabin_Percent_unit,Community_Percent_unit,Concession_Percent_unit,Dugout_Percent_unit,Firehouse_Percent_unit,Medic Station_Percent_unit,OFFICE_Percent_unit,Office_Percent_unit,POLICE_Percent_unit,Police_Percent_unit,Pool_Percent_unit,Pool Closed_Percent_unit,Pool/Rec_Percent_unit,Rec Center_Percent_unit,Recycling_Percent_unit,Restrooms_Percent_unit,SERVICE_Percent_unit,STORAGE_Percent_unit,Salt Dome_Percent_unit,Senior_Percent_unit,Service_Percent_unit,Shelter_Percent_unit,Storage_Percent_unit,TRAINING_Percent_unit,Training_Percent_unit,Utility_Percent_unit,Vacant_Percent_unit,Total_Length_With_Steps_unit,Total_Steps_unit,Length_per_Step_unit,Zero_Steps_Total_Length_unit,tree_count_unit,Under_18_Count_unit_unit,Over_18_Count_unit_unit,Total_Count_unit_unit,Under_18_Percent_Local_unit_unit,Over_18_Percent_Local_unit_unit,Under_18_Percent_Global_unit_unit,Over_18_Percent_Global_unit_unit,Park_Count_unit_unit,Non_Park_Count_unit_unit,Park_Global_Percent_unit_unit,Other_Global_Percent_unit_unit,Total_Facilities_unit_unit,Activity_Count_unit_unit,Cabin_Count_unit_unit,Community_Count_unit_unit,Concession_Count_unit_unit,Dugout_Count_unit_unit,Firehouse_Count_unit_unit,Medic Station_Count_unit_unit,OFFICE_Count_unit_unit,Office_Count_unit_unit,POLICE_Count_unit_unit,Police_Count_unit_unit,Pool_Count_unit_unit,Pool Closed_Count_unit_unit,Pool/Rec_Count_unit_unit,Rec Center_Count_unit_unit,Recycling_Count_unit_unit,Restrooms_Count_unit_unit,SERVICE_Count_unit_unit,STORAGE_Count_unit_unit,Salt Dome_Count_unit_unit,Senior_Count_unit_unit,Service_Count_unit_unit,Shelter_Count_unit_unit,Storage_Count_unit_unit,TRAINING_Count_unit_unit,Training_Count_unit_unit,Utility_Count_unit_unit,Vacant_Count_unit_unit,Activity_Percent_unit_unit,Cabin_Percent_unit_unit,Community_Percent_unit_unit,Concession_Percent_unit_unit,Dugout_Percent_unit_unit,Firehouse_Percent_unit_unit,Medic Station_Percent_unit_unit,OFFICE_Percent_unit_unit,Office_Percent_unit_unit,POLICE_Percent_unit_unit,Police_Percent_unit_unit,Pool_Percent_unit_unit,Pool Closed_Percent_unit_unit,Pool/Rec_Percent_unit_unit,Rec Center_Percent_unit_unit,Recycling_Percent_unit_unit,Restrooms_Percent_unit_unit,SERVICE_Percent_unit_unit,STORAGE_Percent_unit_unit,Salt Dome_Percent_unit_unit,Senior_Percent_unit_unit,Service_Percent_unit_unit,Shelter_Percent_unit_unit,Storage_Percent_unit_unit,TRAINING_Percent_unit_unit,Training_Percent_unit_unit,Utility_Percent_unit_unit,Vacant_Percent_unit_unit,Total_Length_With_Steps_unit_unit,Total_Steps_unit_unit,Length_per_Step_unit_unit,Zero_Steps_Total_Length_unit_unit,tree_count_unit_unit,Under_18_Count,Over_18_Count,Total_Count,Under_18_Percent_Local,Over_18_Percent_Local,Under_18_Percent_Global,Over_18_Percent_Global,Park_Count,Non_Park_Count,Park_Global_Percent,Other_Global_Percent,Total_Facilities,Activity_Count,Cabin_Count,Community_Count,Concession_Count,Dugout_Count,Firehouse_Count,Medic Station_Count,OFFICE_Count,Office_Count,POLICE_Count,Police_Count,Pool_Count,Pool Closed_Count,Pool/Rec_Count,Rec Center_Count,Recycling_Count,Restrooms_Count,SERVICE_Count,STORAGE_Count,Salt Dome_Count,Senior_Count,Service_Count,Shelter_Count,Storage_Count,TRAINING_Count,Training_Count,Utility_Count,Vacant_Count,Activity_Percent,Cabin_Percent,Community_Percent,Concession_Percent,Dugout_Percent,Firehouse_Percent,Medic Station_Percent,OFFICE_Percent,Office_Percent,POLICE_Percent,Police_Percent,Pool_Percent,Pool Closed_Percent,Pool/Rec_Percent,Rec Center_Percent,Recycling_Percent,Restrooms_Percent,SERVICE_Percent,STORAGE_Percent,Salt Dome_Percent,Senior_Percent,Service_Percent,Shelter_Percent,Storage_Percent,TRAINING_Percent,Training_Percent,Utility_Percent,Vacant_Percent,Total_Length_With_Steps,Total_Steps,Length_per_Step,Zero_Steps_Total_Length,tree_count
Central Lawrenceville,179.66637983365968,5763.144645433545,5942.811025267204,0.41782879031083525,13.402661966124523,0.04934533914684406,0.09609244927775795,13.820490756435358,0.0,0.09033000494402195,0.0,41.46147226930608,0.0,0.0,0.0,13.820490756435358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.820490756435358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.820490756435358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43189033613860495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4551226891088396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8637806722772099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7172.834702589951,1713.7408537979845,57.84544114991896,0.0,9854.00990933841,2483.0775417332975,79649.48730021424,82132.56484194753,5.774598934263467,185.23136581445172,0.6819768035521262,1.3280448070064874,191.0059647487152,0.0,1.2484049983576155,0.0,573.0178942461456,0.0,0.0,0.0,191.0059647487152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0059647487152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0059647487152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96893639839735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7514911871788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9378727967947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99132.09570458319,23684.739628840685,799.4523847143805,0.0,136187.25286583393,13,417,430,0.0302325581395348,0.9697674418604652,0.003570447679209,0.0069528970404335,1.0,0.0,0.0065359477124183,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,124.0,4.185483870967742,0.0,713
Central Lawrenceville,340.5033162746039,10922.29868357768,11262.801999852283,0.7918681773827976,25.400694612971346,0.09351917502735596,0.18211419230642195,26.192562790354145,0.0,0.17119322085198785,0.0,78.57768837106244,0.0,0.0,0.0,26.192562790354145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.192562790354145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.192562790354145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.818517587198567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.548140697588536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.637035174397134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13593.940088193802,3247.877786003914,109.62854909833712,0.0,18675.297269522507,8918.654491846379,286082.9940846108,295001.64857645717,20.74105695778222,665.3092885688623,2.4495068640061404,4.770037417000586,686.0503455266445,0.0,4.483989186448657,0.0,2058.1510365799336,0.0,0.0,0.0,686.0503455266445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0503455266445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0503455266445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43907329770764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.51258638166112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.87814659541528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356060.12932832853,85070.24284530392,2871.4526558736175,0.0,489153.8963604976,13,417,430,0.0302325581395348,0.9697674418604652,0.003570447679209,0.0069528970404335,1.0,0.0,0.0065359477124183,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,124.0,4.185483870967742,0.0,713
Central Northside,0.0,2994.7314820362126,2994.7314820362126,0.0,130.20571661027012,0.0,0.04993299678259335,260.41143322054023,130.20571661027012,1.702035511245361,2.3251020823262447,130.20571661027012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.20571661027012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.700952768378347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104685.39615465718,43358.50363121995,314.3705590229945,0.0,87758.65299532206,0.0,389931.15867386136,389931.15867386136,0.0,16953.52863799397,0.0,6.50156162857588,33907.05727598794,16953.52863799397,221.61475343782968,302.74158282132,16953.52863799397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16953.52863799397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2825.5881063323277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13630637.024947155,5645525.0364519935,40932.84391876022,0.0,11426678.302007938,0,23,23,0.0,1.0,0.0,0.0003834931221342,2.0,1.0,0.0130718954248366,0.0178571428571428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,333.0,2.414414414414414,0.0,674
Central Northside,0.0,641.1289221151849,641.1289221151849,0.0,27.875170526747173,0.0,0.010689936175325505,55.750341053494346,27.875170526747173,0.36438131407512636,0.49777090226334075,27.875170526747173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.875170526747173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64586175445786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22411.637103504727,9282.431785406809,67.30221352403821,0.0,18787.864935027592,0.0,17871.578033590384,17871.578033590384,0.0,777.0251318952342,0.0,0.2979837938072419,1554.0502637904683,777.0251318952342,10.157191266604366,13.875448783843423,777.0251318952342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0251318952342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.50418864920564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624728.2060437683,258749.368921113,1876.0606788101147,0.0,523714.93889738776,0,23,23,0.0,1.0,0.0,0.0003834931221342,2.0,1.0,0.0130718954248366,0.0178571428571428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,333.0,2.414414414414414,0.0,674
Central Oakland,304.12102472927984,11813.932114483563,12118.053139212841,0.5871062253460978,22.806818753829273,0.08352678514948615,0.1969809439680446,46.78784995835074,46.78784995835074,0.3058029409042532,0.8354973206848343,23.39392497917537,0.0,0.0,0.0,0.0,0.0,23.39392497917537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8354973206848343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15159.26338650564,8445.206917482308,41.99241935320122,0.0,8608.964392336537,7114.5844371067105,276374.24159529916,283488.82603240584,13.734718990553441,533.5410069407319,1.9540193455387784,4.608157425515583,1094.5514518625707,1094.5514518625707,7.153931057925298,19.54556164040304,547.2757259312854,0.0,0.0,0.0,0.0,0.0,547.2757259312854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.54556164040304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354634.6704034729,197566.53706119402,982.3675080428613,0.0,201397.46714271302,13,505,518,0.025096525096525,0.974903474903475,0.003570447679209,0.008420175072947,2.0,2.0,0.0130718954248366,0.0357142857142857,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,361.0,1.7950138504155124,0.0,368
Central Oakland,1346.0145883541304,52287.48977837199,53633.50436672613,2.5984837613014005,100.9410999582471,0.3696826663977279,0.8718214218986512,207.079167439097,207.079167439097,1.3534586107130522,3.697842275698159,103.5395837195485,0.0,0.0,0.0,0.0,0.0,103.5395837195485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.697842275698159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67093.65025026743,37377.78972275701,185.85498684284605,0.0,38102.56680879385,139365.7901586261,5413824.925392783,5553190.71555141,269.04592694715365,10451.399469870239,38.276789387153464,90.26802710117121,21440.890793634786,21440.890793634786,140.13654113486788,382.8730498863353,10720.445396817393,0.0,0.0,0.0,0.0,0.0,10720.445396817393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.8730498863353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6946848.6171376705,3870080.7882510787,19243.347969910443,0.0,3945123.9060288006,13,505,518,0.025096525096525,0.974903474903475,0.003570447679209,0.008420175072947,2.0,2.0,0.0130718954248366,0.0357142857142857,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,361.0,1.7950138504155124,0.0,368
Crafton Heights,315.31728577974525,3113.0415668800306,3428.358852659776,0.5272864310698077,5.205755128561924,0.08660183624821301,0.05190565347027967,11.466083119263464,0.0,0.07494171973374812,0.0,5.733041559631732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.733041559631732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31850230886842923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13438.24941577678,3376.76147862309,22.815364033576873,0.0,2109.7592939444776,1807.7271038455553,17847.1966797843,19654.92378362986,3.0229550231531,29.84481050131154,0.49649192635142697,0.2975772685249564,65.73553104892929,0.0,0.4296439937838515,0.0,32.867765524464644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.867765524464644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8259869735813672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77042.04238934512,19359.113893909675,130.8014302026233,0.0,12095.33771300299,55,543,598,0.0919732441471571,0.9080267558528428,0.0151057401812688,0.0090537724051688,2.0,0.0,0.0130718954248366,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.0,589.0,3.97962648556876,0.0,368
Crafton Heights,846.6476849986544,8358.721690077626,9205.36937507628,1.4157988043455747,13.97779546835723,0.23253163553931608,0.13937009904256117,30.787188545405616,0.0,0.20122345454513474,0.0,15.393594272702808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.393594272702808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8551996818168218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36082.58497521538,9066.827026621953,61.26075547574767,0.0,5664.842692354633,13032.950954792379,128670.77033549568,141703.72129028806,21.794232365873523,215.16851226671514,3.579497653060233,2.1454067584075927,473.9254892651774,0.0,3.09755221741946,0.0,236.9627446325887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.9627446325887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.164596924032692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555440.6734187879,139571.05658859474,943.0232146329166,0.0,87202.29002479263,55,543,598,0.0919732441471571,0.9080267558528428,0.0151057401812688,0.0090537724051688,2.0,0.0,0.0130718954248366,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.0,589.0,3.97962648556876,0.0,368
Crawford-Roberts,164.15941292567757,11203.879932177495,11368.039345103172,0.19754441988649407,13.482406657253303,0.04508635345390634,0.18680916935685568,41.03985323141939,0.0,0.2682343348458784,0.0,41.03985323141939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6799510771398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6799510771398,13.6799510771398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.709993884642475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5066648547088809,0.22064437221193198,0.0,0.0,0.0,0.0,0.0,7838.611967201105,2694.9503621965405,39.78990846294977,0.0,7770.212211815406,2245.6927376752597,153268.5293463365,155514.22208401177,2.702397999609201,184.43866347332911,0.6167791094960717,2.555540297562909,561.4231844188149,0.0,3.6694325779007513,0.0,561.4231844188149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.14106147293833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.14106147293833,187.14106147293833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.39263268411729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.931150424923635,3.0184042173054535,0.0,0.0,0.0,0.0,0.0,107231.82822399367,36866.78911016885,544.3240011370236,0.0,106296.12291662897,12,819,831,0.0144404332129963,0.9855595667870036,0.0032957978577313,0.0136556898707794,3.0,0.0,0.0196078431372549,0.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0161290322580645,0.0,0.0,0.0,0.0,0.0,573.0,197.0,2.9086294416243654,0.0,568
Duquesne Heights,4.583545006736219,870.8735512798816,875.4570962866178,0.02399761783631511,4.559547388899904,0.0012588698178346474,0.01452060944193173,4.583545006736219,4.583545006736219,0.029957810501543912,0.08184901797743221,9.167090013472437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583545006736219,0.0,4.583545006736219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5729431258420273,0.0,0.16976092617541536,0.0,0.0,0.0,0.0,0.0,0.0,15405.294767640431,2534.700388725129,27.85767589085069,0.0,462.93804568035813,21.008884828776523,3991.6881174675395,4012.697002296316,0.10999416140720615,20.89889066736932,0.005770086467666931,0.06655586690233298,21.008884828776523,21.008884828776523,0.13731297273710147,0.37515865765672246,42.017769657553046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.008884828776523,0.0,21.008884828776523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6261106035970654,0.0,0.7781068455102409,0.0,0.0,0.0,0.0,0.0,0.0,70610.8619095179,11617.913310313417,127.68691122878462,0.0,2121.897367706429,1,190,191,0.0052356020942408,0.9947643979057592,0.0002746498214776,0.0031679866611087,1.0,1.0,0.0065359477124183,0.0178571428571428,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,3361.0,553.0,6.077757685352622,0.0,101
East Allegheny,231.0827050702893,19419.83502225316,19650.91772732345,0.10451501812315164,8.783281330734129,0.0634668236941194,0.3237988332180598,0.0,0.0,0.0,0.0,8.88779634885728,0.0,0.0,0.0,0.0,0.0,8.88779634885728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3174212981734742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10398.721728163018,4497.224952521784,20.550833454867625,0.0,3475.128372403197,2053.816022407781,172599.53880619237,174653.35482860016,0.9289081964756997,78.06401574228511,0.5640802039021632,2.8778580876397197,0.0,0.0,0.0,0.0,78.99292393876081,0.0,0.0,0.0,0.0,0.0,78.99292393876081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8211758549557424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92421.72100835016,39970.419513012974,182.65162254614654,0.0,30886.23326005548,26,2185,2211,0.0117593848937132,0.9882406151062868,0.007140895358418,0.0364318466027511,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0,506.0,2.3122529644268774,0.0,391
